workload,selector,granularity,windows,speedup,selected_gmc_fraction,selected_wam_fraction,selector_bytes,lookup_cycles,update_traffic,overhead_cycles,wam_activation_rate,selection_note
pointer_chase_size65536_seed0_loads,EntropyAwareSelector,1000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed1_loads,EntropyAwareSelector,1000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed2_loads,EntropyAwareSelector,1000,3,1.0769321394910463,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed3_loads,EntropyAwareSelector,1000,3,1.3384093013684535,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed4_loads,EntropyAwareSelector,1000,3,1.045231734231618,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed0_loads,EntropyAwareSelector,1000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed1_loads,EntropyAwareSelector,1000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed2_loads,EntropyAwareSelector,1000,3,1.968449044128216,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,EntropyAwareSelector,1000,3,0.9999411591644601,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed4_loads,EntropyAwareSelector,1000,3,0.9999390652611053,0.0,1.0,192,3,6,3,1.0,block-granular replay
stride_size524288_seed0_loads,EntropyAwareSelector,1000,3,7.216494845360825,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,1.2068058778035575,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,1.2068058778035575,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,1.0510093829968723,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,1.0249602754237288,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,1.0617765423391279,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_bfs_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed0_loads,StaticPerWorkloadOracle,1000,3,1.0313633725148745,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_dfs_size16384_seed1_loads,StaticPerWorkloadOracle,1000,3,1.0313633725148745,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_dfs_size16384_seed2_loads,StaticPerWorkloadOracle,1000,3,1.0313633725148745,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_dfs_size16384_seed3_loads,StaticPerWorkloadOracle,1000,3,1.0313633725148745,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_dfs_size16384_seed4_loads,StaticPerWorkloadOracle,1000,3,1.0313633725148745,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
hash_table_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,0.9995890932149651,1.0,0.0,128,3,6,3,0.0,block-granular replay
hash_table_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,0.9995890932149651,1.0,0.0,128,3,6,3,0.0,block-granular replay
hash_table_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,0.9999821712830309,1.0,0.0,128,3,6,3,0.0,block-granular replay
hash_table_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,0.9996450016228497,1.0,0.0,128,3,6,3,0.0,block-granular replay
hash_table_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,0.9999231041323839,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
matrix_scan_size512_seed0_loads,StaticPerWorkloadOracle,1000,3,2.2738886050076648,1.0,0.0,128,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,1.262345080478818,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
pointer_chase_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,1.262345080478818,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
pointer_chase_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,1.3200158846676855,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
pointer_chase_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,1.3422763388711176,0.6666666666666666,0.3333333333333333,128,3,6,3,0.3333333333333333,block-granular replay
pointer_chase_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,1.6784406379208505,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
quicksort_size65536_seed0_loads,StaticPerWorkloadOracle,1000,3,1.027635876392262,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed1_loads,StaticPerWorkloadOracle,1000,3,1.027635876392262,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed2_loads,StaticPerWorkloadOracle,1000,3,1.968449044128216,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,StaticPerWorkloadOracle,1000,3,1.4187677408582402,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed4_loads,StaticPerWorkloadOracle,1000,3,1.2208004761196252,1.0,0.0,128,3,6,3,0.0,block-granular replay
stride_size524288_seed0_loads,StaticPerWorkloadOracle,1000,3,7.216494845360825,1.0,0.0,128,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed0_loads,WindowOracle,1000,3,1.2072914087645457,0.0,1.0,128,3,6,3,1.0,block-granular replay
binary_tree_size65536_seed1_loads,WindowOracle,1000,3,1.2072914087645457,0.0,1.0,128,3,6,3,1.0,block-granular replay
binary_tree_size65536_seed2_loads,WindowOracle,1000,3,1.077332607935336,0.0,1.0,128,3,6,3,1.0,block-granular replay
binary_tree_size65536_seed3_loads,WindowOracle,1000,3,1.0348089102789058,0.0,1.0,128,3,6,3,1.0,block-granular replay
binary_tree_size65536_seed4_loads,WindowOracle,1000,3,1.1053904630269522,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
graph_bfs_size65536_seed0_loads,WindowOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed1_loads,WindowOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed2_loads,WindowOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed3_loads,WindowOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed4_loads,WindowOracle,1000,3,1.2163678949221561,1.0,0.0,128,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed0_loads,WindowOracle,1000,3,1.0456940548990759,0.0,1.0,128,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed1_loads,WindowOracle,1000,3,1.0456940548990759,0.0,1.0,128,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed2_loads,WindowOracle,1000,3,1.0456940548990759,0.0,1.0,128,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed3_loads,WindowOracle,1000,3,1.0456940548990759,0.0,1.0,128,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed4_loads,WindowOracle,1000,3,1.0456940548990759,0.0,1.0,128,3,6,3,1.0,block-granular replay
hash_table_size65536_seed0_loads,WindowOracle,1000,3,0.9998908992187877,0.6666666666666666,0.3333333333333333,128,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed1_loads,WindowOracle,1000,3,0.9998908992187877,0.6666666666666666,0.3333333333333333,128,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed2_loads,WindowOracle,1000,3,0.9999821712830309,1.0,0.0,128,3,6,3,0.0,block-granular replay
hash_table_size65536_seed3_loads,WindowOracle,1000,3,0.9997413334009586,0.6666666666666666,0.3333333333333333,128,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed4_loads,WindowOracle,1000,3,0.9999231041323839,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed0_loads,WindowOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed1_loads,WindowOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed2_loads,WindowOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed3_loads,WindowOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
linked_list_size65536_seed4_loads,WindowOracle,1000,3,4.017857142857143,1.0,0.0,128,3,6,3,0.0,block-granular replay
matrix_scan_size512_seed0_loads,WindowOracle,1000,3,2.2738886050076648,1.0,0.0,128,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed0_loads,WindowOracle,1000,3,1.3322913759419481,0.0,1.0,128,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed1_loads,WindowOracle,1000,3,1.3322913759419481,0.0,1.0,128,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed2_loads,WindowOracle,1000,3,1.4889440892617176,0.0,1.0,128,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed3_loads,WindowOracle,1000,3,1.3461657870226638,0.3333333333333333,0.6666666666666666,128,3,6,3,0.6666666666666666,block-granular replay
pointer_chase_size65536_seed4_loads,WindowOracle,1000,3,2.3987204549493515,0.0,1.0,128,3,6,3,1.0,block-granular replay
quicksort_size65536_seed0_loads,WindowOracle,1000,3,1.027635876392262,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed1_loads,WindowOracle,1000,3,1.027635876392262,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed2_loads,WindowOracle,1000,3,1.968449044128216,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,WindowOracle,1000,3,1.4187677408582402,1.0,0.0,128,3,6,3,0.0,block-granular replay
quicksort_size65536_seed4_loads,WindowOracle,1000,3,1.2208004761196252,1.0,0.0,128,3,6,3,0.0,block-granular replay
stride_size524288_seed0_loads,WindowOracle,1000,3,7.216494845360825,1.0,0.0,128,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed0_loads,ConfidenceSelector,10000,3,1.1163895486935866,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed1_loads,ConfidenceSelector,10000,3,1.1163895486935866,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed2_loads,ConfidenceSelector,10000,3,1.077332607935336,0.0,1.0,192,3,6,3,1.0,block-granular replay
binary_tree_size65536_seed3_loads,ConfidenceSelector,10000,3,1.0174827472888597,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed4_loads,ConfidenceSelector,10000,3,1.0950088783347238,0.0,1.0,192,3,6,3,1.0,block-granular replay
graph_bfs_size65536_seed0_loads,ConfidenceSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed1_loads,ConfidenceSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed2_loads,ConfidenceSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed3_loads,ConfidenceSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed4_loads,ConfidenceSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed0_loads,ConfidenceSelector,10000,3,1.0029989239155361,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed1_loads,ConfidenceSelector,10000,3,1.0029989239155361,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed2_loads,ConfidenceSelector,10000,3,1.0029989239155361,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed3_loads,ConfidenceSelector,10000,3,1.0029989239155361,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed4_loads,ConfidenceSelector,10000,3,1.0029989239155361,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed0_loads,ConfidenceSelector,10000,3,0.9995890932149651,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed1_loads,ConfidenceSelector,10000,3,0.9995890932149651,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed2_loads,ConfidenceSelector,10000,3,0.9999821712830309,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed3_loads,ConfidenceSelector,10000,3,0.9996450016228497,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed4_loads,ConfidenceSelector,10000,3,0.9999231041323839,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed0_loads,ConfidenceSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed1_loads,ConfidenceSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed2_loads,ConfidenceSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed3_loads,ConfidenceSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed4_loads,ConfidenceSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
matrix_scan_size512_seed0_loads,ConfidenceSelector,10000,3,2.2738886050076648,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed0_loads,ConfidenceSelector,10000,3,1.3322913759419481,0.0,1.0,192,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed1_loads,ConfidenceSelector,10000,3,1.3322913759419481,0.0,1.0,192,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed2_loads,ConfidenceSelector,10000,3,1.4889440892617176,0.0,1.0,192,3,6,3,1.0,block-granular replay
pointer_chase_size65536_seed3_loads,ConfidenceSelector,10000,3,1.3384093013684535,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed4_loads,ConfidenceSelector,10000,3,2.3987204549493515,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed0_loads,ConfidenceSelector,10000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed1_loads,ConfidenceSelector,10000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed2_loads,ConfidenceSelector,10000,3,1.968449044128216,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,ConfidenceSelector,10000,3,1.4187677408582402,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed4_loads,ConfidenceSelector,10000,3,1.2208004761196252,1.0,0.0,192,3,6,3,0.0,block-granular replay
stride_size524288_seed0_loads,ConfidenceSelector,10000,3,7.216494845360825,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed0_loads,RecentWinnerSelector,10000,3,1.2068058778035575,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed1_loads,RecentWinnerSelector,10000,3,1.2068058778035575,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed2_loads,RecentWinnerSelector,10000,3,1.0510093829968723,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed3_loads,RecentWinnerSelector,10000,3,1.0249602754237288,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
binary_tree_size65536_seed4_loads,RecentWinnerSelector,10000,3,1.0617765423391279,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
graph_bfs_size65536_seed0_loads,RecentWinnerSelector,10000,3,1.1839609005975176,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_bfs_size65536_seed1_loads,RecentWinnerSelector,10000,3,1.1839609005975176,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_bfs_size65536_seed2_loads,RecentWinnerSelector,10000,3,1.1839609005975176,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_bfs_size65536_seed3_loads,RecentWinnerSelector,10000,3,1.1839609005975176,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_bfs_size65536_seed4_loads,RecentWinnerSelector,10000,3,1.1839609005975176,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_dfs_size16384_seed0_loads,RecentWinnerSelector,10000,3,1.0180577813191043,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_dfs_size16384_seed1_loads,RecentWinnerSelector,10000,3,1.0180577813191043,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_dfs_size16384_seed2_loads,RecentWinnerSelector,10000,3,1.0180577813191043,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_dfs_size16384_seed3_loads,RecentWinnerSelector,10000,3,1.0180577813191043,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
graph_dfs_size16384_seed4_loads,RecentWinnerSelector,10000,3,1.0180577813191043,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed0_loads,RecentWinnerSelector,10000,3,0.9998908992187877,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed1_loads,RecentWinnerSelector,10000,3,0.9998908992187877,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
hash_table_size65536_seed2_loads,RecentWinnerSelector,10000,3,0.9997173623541934,0.3333333333333333,0.6666666666666666,192,3,6,3,0.6666666666666666,block-granular replay
hash_table_size65536_seed3_loads,RecentWinnerSelector,10000,3,0.9996450016228497,1.0,0.0,192,3,6,3,0.0,block-granular replay
hash_table_size65536_seed4_loads,RecentWinnerSelector,10000,3,0.9999231041323839,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed0_loads,RecentWinnerSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed1_loads,RecentWinnerSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed2_loads,RecentWinnerSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed3_loads,RecentWinnerSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed4_loads,RecentWinnerSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
matrix_scan_size512_seed0_loads,RecentWinnerSelector,10000,3,2.2738886050076648,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed0_loads,RecentWinnerSelector,10000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed1_loads,RecentWinnerSelector,10000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed2_loads,RecentWinnerSelector,10000,3,1.0769321394910463,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed3_loads,RecentWinnerSelector,10000,3,1.3384093013684535,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed4_loads,RecentWinnerSelector,10000,3,1.286410704840147,0.6666666666666666,0.3333333333333333,192,3,6,3,0.3333333333333333,block-granular replay
quicksort_size65536_seed0_loads,RecentWinnerSelector,10000,3,1.027635876392262,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed1_loads,RecentWinnerSelector,10000,3,1.027635876392262,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed2_loads,RecentWinnerSelector,10000,3,1.968449044128216,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,RecentWinnerSelector,10000,3,1.4187677408582402,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed4_loads,RecentWinnerSelector,10000,3,1.2208004761196252,1.0,0.0,192,3,6,3,0.0,block-granular replay
stride_size524288_seed0_loads,RecentWinnerSelector,10000,3,7.216494845360825,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed0_loads,EntropyAwareSelector,10000,3,1.1163895486935866,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed1_loads,EntropyAwareSelector,10000,3,1.1163895486935866,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed2_loads,EntropyAwareSelector,10000,3,1.025164093556439,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed3_loads,EntropyAwareSelector,10000,3,1.0174827472888597,1.0,0.0,192,3,6,3,0.0,block-granular replay
binary_tree_size65536_seed4_loads,EntropyAwareSelector,10000,3,1.0338739976164988,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed0_loads,EntropyAwareSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed1_loads,EntropyAwareSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed2_loads,EntropyAwareSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed3_loads,EntropyAwareSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_bfs_size65536_seed4_loads,EntropyAwareSelector,10000,3,1.2163678949221561,1.0,0.0,192,3,6,3,0.0,block-granular replay
graph_dfs_size16384_seed0_loads,EntropyAwareSelector,10000,3,1.0456940548990759,0.0,1.0,192,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed1_loads,EntropyAwareSelector,10000,3,1.0456940548990759,0.0,1.0,192,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed2_loads,EntropyAwareSelector,10000,3,1.0456940548990759,0.0,1.0,192,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed3_loads,EntropyAwareSelector,10000,3,1.0456940548990759,0.0,1.0,192,3,6,3,1.0,block-granular replay
graph_dfs_size16384_seed4_loads,EntropyAwareSelector,10000,3,1.0456940548990759,0.0,1.0,192,3,6,3,1.0,block-granular replay
hash_table_size65536_seed0_loads,EntropyAwareSelector,10000,3,0.9994572687939701,0.0,1.0,192,3,6,3,1.0,block-granular replay
hash_table_size65536_seed1_loads,EntropyAwareSelector,10000,3,0.9994572687939701,0.0,1.0,192,3,6,3,1.0,block-granular replay
hash_table_size65536_seed2_loads,EntropyAwareSelector,10000,3,0.9995570174545306,0.0,1.0,192,3,6,3,1.0,block-granular replay
hash_table_size65536_seed3_loads,EntropyAwareSelector,10000,3,0.9986523457290506,0.0,1.0,192,3,6,3,1.0,block-granular replay
hash_table_size65536_seed4_loads,EntropyAwareSelector,10000,3,0.9994414924960161,0.0,1.0,192,3,6,3,1.0,block-granular replay
linked_list_size65536_seed0_loads,EntropyAwareSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed1_loads,EntropyAwareSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed2_loads,EntropyAwareSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed3_loads,EntropyAwareSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
linked_list_size65536_seed4_loads,EntropyAwareSelector,10000,3,4.017857142857143,1.0,0.0,192,3,6,3,0.0,block-granular replay
matrix_scan_size512_seed0_loads,EntropyAwareSelector,10000,3,2.2738886050076648,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed0_loads,EntropyAwareSelector,10000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed1_loads,EntropyAwareSelector,10000,3,1.122636480511743,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed2_loads,EntropyAwareSelector,10000,3,1.0769321394910463,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed3_loads,EntropyAwareSelector,10000,3,1.3384093013684535,1.0,0.0,192,3,6,3,0.0,block-granular replay
pointer_chase_size65536_seed4_loads,EntropyAwareSelector,10000,3,1.045231734231618,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed0_loads,EntropyAwareSelector,10000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed1_loads,EntropyAwareSelector,10000,3,0.9999185136897001,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed2_loads,EntropyAwareSelector,10000,3,1.968449044128216,1.0,0.0,192,3,6,3,0.0,block-granular replay
quicksort_size65536_seed3_loads,EntropyAwareSelector,10000,3,0.9999411591644601,0.0,1.0,192,3,6,3,1.0,block-granular replay
quicksort_size65536_seed4_loads,EntropyAwareSelector,10000,3,0.9999390652611053,0.0,1.0,192,3,6,3,1.0,block-granular replay
